[13:04:05] [LOGGING]	 STARTING LOGGING
[14:16:49] [ENGINE - Default]	 InitialSilenceTimeout: 00:00:00
[14:16:49] [ENGINE - Default]	 EndSilenceTimeout: 00:00:00.1500000
[14:16:49] [ENGINE - Default]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[14:16:49] [ENGINE - Default]	 Start listening
[14:16:49] [ENGINE]	 [Default] AudioFormatPcm channel: 1 AB/S: 32000 B/S: 16
[14:16:49] [ENGINE]	 [Default] level: 0 state: Stopped
[14:16:49] [TTS]	 Add Speaker Device: 0 Product: Haut-parleurs (Périphérique Hig Channels: 2 Playback: True
[14:16:49] [TTS]	 [0]Name: Microsoft Hortense Desktop Culture: fr-FR
[14:16:49] [TTS]	 [0]Name: Microsoft Zira Desktop Culture: en-US
[14:16:49] [TTS]	 [0]Name: ScanSoft Sebastien_Full_22kHz Culture: fr-FR
[14:16:49] [ENGINE]	 Restart timeout: 3600000
[14:16:50] [HTTP]	 Request received: http://127.0.0.1:8888/?tts=initialisation%20termin%C3%A9.%20Bonjours%20monsieur%2C%20que%20puije%20faire%20pour%20vous%3F
[14:16:51] [TTS]	 Try speaking ... initialisation terminé. Bonjours monsieur, que puije faire pour vous?
[14:16:51] [TTS]	 [0] Say: initialisation terminé. Bonjours monsieur, que puije faire pour vous?
[14:16:51] [PLAYER]	 [0]Start Player
[14:16:52] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[14:16:53] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va => 0,1969894
[14:16:53] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va sur => 0,1536389
[14:16:54] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va sur le => 0,1034287
[14:16:55] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[14:16:55] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER change => 0,1691121
[14:16:56] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER change la => 0,3354957
[14:16:57] [PLAYER]	 [0]End Player
[14:16:57] [PLAYER]	 [0]speaking false
[14:16:57] [TTS]	 End speaking
[14:17:01] [LOGGING]	 STARTING LOGGING
[14:17:01] [INIT]	 ==========================================
[14:17:01] [INIT]	 S.A.R.A.H. => MICRO
[14:17:01] [INIT]	 ==========================================
[14:17:01] [INIT]	 Server: http://127.0.0.1:8080
[14:17:01] [INIT]	 Confidence: 0,65
[14:17:01] [INIT]	 ==========================================
[14:17:01] [HTTP]	 Exception: Failed to start HTTP server
[14:17:01] [HTTP]	 Exception: Failed to start HTTP server
[14:17:01] [WATCHER]	 Stop watching
[14:17:01] [GRAMMAR]	 Load file: time.xml : D:\Dev\Dev-O.V.E.R\O.V.E.R\macros\time.xml
[14:17:01] [GRAMMAR]	 Add to context list: time.xml
[14:17:01] [WATCHER]	 Watching directory: macros
[14:17:01] [GRAMMAR]	 Load file: jarvis.xml : D:\Dev\Dev-O.V.E.R\O.V.E.R\plugins\jarvis\jarvis.xml
[14:17:01] [GRAMMAR]	 Add to context list: jarvis.xml
[14:17:01] [WATCHER]	 Watching directory: plugins
[14:17:01] [WATCHER]	 Start watching
[14:17:01] [GRAMMAR]	 Context: default
[14:17:01] [GRAMMAR]	 Context: time.xml, jarvis.xml
[14:17:02] [GRAMMAR]	 File: Load Grammar to Engine
[14:17:02] [GRAMMAR]	 File: Load: time.xml Enabled: True
[14:17:02] [GRAMMAR]	 File: Load Grammar to Engine
[14:17:02] [GRAMMAR]	 File: Load: jarvis.xml Enabled: True
[14:17:02] [ENGINE - File]	 Init recognizer
[14:17:02] [ENGINE - File]	 AudioLevel: 0
[14:17:02] [ENGINE - File]	 MaxAlternates: 1
[14:17:02] [ENGINE - File]	 BabbleTimeout: 00:00:00
[14:17:02] [ENGINE - File]	 InitialSilenceTimeout: 00:00:00
[14:17:02] [ENGINE - File]	 EndSilenceTimeout: 00:00:00.1500000
[14:17:02] [ENGINE - File]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[14:17:02] [GRAMMAR]	 Default: Load Grammar to Engine
[14:17:02] [GRAMMAR]	 Default: Load: time.xml Enabled: True
[14:17:02] [GRAMMAR]	 Default: Load Grammar to Engine
[14:17:02] [GRAMMAR]	 Default: Load: jarvis.xml Enabled: True
[14:17:02] [ENGINE - Default]	 Init recognizer
[14:17:02] [ENGINE - Default]	 AudioLevel: 0
[14:17:02] [ENGINE - Default]	 MaxAlternates: 1
[14:17:02] [ENGINE - Default]	 BabbleTimeout: 00:00:00
[14:17:02] [ENGINE - Default]	 InitialSilenceTimeout: 00:00:00
[14:17:02] [ENGINE - Default]	 EndSilenceTimeout: 00:00:00.1500000
[14:17:02] [ENGINE - Default]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[14:17:02] [ENGINE - Default]	 Start listening
[14:17:02] [ENGINE]	 [Default] AudioFormatPcm channel: 1 AB/S: 32000 B/S: 16
[14:17:03] [ENGINE]	 [Default] level: 0 state: Silence
[14:17:03] [TTS]	 Add Speaker Device: 0 Product: Haut-parleurs (Périphérique Hig Channels: 2 Playback: True
[14:17:03] [TTS]	 [0]Name: Microsoft Hortense Desktop Culture: fr-FR
[14:17:03] [TTS]	 [0]Name: Microsoft Zira Desktop Culture: en-US
[14:17:03] [TTS]	 [0]Name: ScanSoft Sebastien_Full_22kHz Culture: fr-FR
[14:17:03] [ENGINE]	 Restart timeout: 3600000
[14:17:03] [HTTP]	 Request received: http://127.0.0.1:8888/?tts=initialisation%20termin%C3%A9.%20Bonjours%20monsieur%2C%20que%20puije%20faire%20pour%20vous%3F
[14:17:03] [TTS]	 Try speaking ... initialisation terminé. Bonjours monsieur, que puije faire pour vous?
[14:17:04] [TTS]	 [0] Say: initialisation terminé. Bonjours monsieur, que puije faire pour vous?
[14:17:04] [PLAYER]	 [0]Start Player
[14:17:04] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[14:17:05] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,08933008
[14:17:05] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[14:17:05] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,001
[14:17:05] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,1724168
[14:17:05] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va sur => 0,1165657
[14:17:06] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va sur le => 0,1287578
[14:17:06] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER on => 0,380603
[14:17:07] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[14:17:07] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,3308083
[14:17:08] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,1361269
[14:17:08] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,001
[14:17:09] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER change la => 0,2416825
[14:17:09] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER change la => 0,2872848
[14:17:09] [PLAYER]	 [0]End Player
[14:17:10] [PLAYER]	 [0]speaking false
[14:17:10] [TTS]	 End speaking
[14:17:15] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va => 0,4988278
[14:17:15] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va => 0,4815165
[14:17:16] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER met a => 0,6635345
[14:17:16] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER met a => 0,6718395
[14:17:17] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,2119159
[14:17:19] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,2595266
[14:17:19] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER peux tu => 0,1893969
[14:17:20] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir => 0,2920253
[14:17:20] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER peux tu me => 0,2697607
[14:17:20] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER peux tu me => 0,2545491
[14:17:20] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER quelle heure => 0,2506011
[14:17:21] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER peux tu me donner => 0,2074988
[14:17:25] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,3143431
[14:17:26] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,3667654
[14:17:26] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,4054906
[14:17:26] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,4286218
[14:17:26] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER change la => 0,430838
[14:17:27] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,7763745
[14:17:28] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,672615
[14:17:28] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[14:17:29] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,3501109
[14:17:31] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,2785869
[14:17:31] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va => 0,5441781
[14:17:31] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,2331532
[14:17:31] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,2374839
[14:17:31] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,1340801
[14:17:32] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,1980257
[14:17:32] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,2161232
[14:17:33] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,4643004
[14:17:34] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir => 0,5257427
[14:17:35] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir les => 0,4973833
[14:17:35] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,2973648
[14:17:36] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,3556414
[14:17:36] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,4098666
[14:17:36] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,4214765
[14:17:38] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[14:17:38] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,5383038
[14:17:39] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,2316972
[14:17:39] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER affiche => 0,13429
[14:17:39] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,5001014
[14:17:41] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir => 0,4273309
[14:17:41] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir => 0,4313109
[14:17:41] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir les => 0,3740442
[14:17:41] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir => 0,4397994
[14:17:42] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir les => 0,408412
[14:17:42] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir les film => 0,3871517
[14:17:43] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme le => 0,4150214
[14:17:43] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir les film => 0,3871517
[14:17:44] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[14:17:44] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,4045054
[14:17:44] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,557017
[14:17:44] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,3770625
[14:17:44] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,3392031
[14:17:46] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,6575351
[14:17:47] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir => 0,5631372
[14:17:48] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,5435407
[14:17:48] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme le => 0,604316
[14:17:49] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme => 0,5743088
[14:17:49] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir les => 0,5670988
[14:17:50] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme l'onglet => 0,5376371
[14:17:50] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir la => 0,5305752
[14:17:50] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme le => 0,4866969
[14:17:51] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir les film => 0,5106299
[14:17:51] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme l'onglet => 0,4130678
[14:17:52] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,1017897
[14:17:52] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,1602264
[14:17:53] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,2910821
[14:17:53] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,3755482
[14:17:53] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,3325028
[14:17:55] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,2360049
[14:17:56] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,4017351
[14:17:57] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme => 0,7069296
[14:18:00] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,6899943
[14:18:01] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,7819118
[14:18:07] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fait => 0,7828399
[14:18:08] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,7741364
[14:18:08] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fait => 0,783384
[14:18:09] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,7835928
[14:18:13] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir => 0,8047574
[14:18:14] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,8071434
[14:18:14] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,7964081
[14:18:14] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir les => 0,7955448
[14:18:16] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme => 0,8036509
[14:18:16] [ENGINE - Default]	 REJECTED Trigger: 0,001 Text: OVER
[14:18:16] [ENGINE - Default]	 REJECTED Trigger: 0,001 Text: OVER
[14:18:16] [ENGINE - Default]	 SpeechRecognized: 315,0056ms Text: OVER fait voir les mail
[14:18:16] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme le => 0,8015014
[14:18:17] [ENGINE - Default]	 REJECTED Trigger: 0,001 Text: OVER
[14:18:17] [ENGINE - Default]	 REJECTED Trigger: 0,001 Text: OVER
[14:18:17] [ENGINE - Default]	 SpeechRecognized: 182,0075ms Text: OVER ferme tout
[14:18:19] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,1755605
[14:18:19] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va => 0,5455658
[14:18:20] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,2852964
[14:18:20] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,4657862
[14:18:22] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,3420593
[14:18:24] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,3591274
[14:18:25] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,4403501
[14:18:26] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,4336235
[14:18:26] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,4231667
[14:18:30] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[14:18:30] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,246472
[14:18:30] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,2545472
[14:18:38] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,3644463
[14:18:38] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ouvre le => 0,4324043
[14:18:38] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,2363682
[14:18:38] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[14:18:38] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[14:18:39] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,1505783
[14:18:39] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,2696225
[14:18:40] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[14:18:42] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER tu => 0,001
[14:18:42] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,1910028
[14:18:42] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER lance => 0,001
[14:18:43] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,001
[14:18:43] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,1138556
[14:18:44] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER active ton interface => 0,2460586
[14:18:45] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fait voir le => 0,4220255
[14:18:45] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir => 0,2725815
[14:18:45] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est quelle => 0,1422723
[14:18:45] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fait voir le => 0,3019963
[14:18:45] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fait voir le => 0,3183289
[14:18:45] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est quelle => 0,1422723
[14:18:46] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est quelle heure => 0,1922587
[14:18:46] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,5677889
[14:18:46] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir la => 0,2520417
[14:18:49] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,3207105
[14:18:53] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,663057
[14:18:53] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,6302257
[14:18:54] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir => 0,6286098
[14:18:54] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,6548948
[14:18:54] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,7181762
[14:19:09] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme => 0,8402494
[14:19:10] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme => 0,8409331
[14:19:14] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme failleurfox => 0,81941
[14:19:14] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme failleurfox => 0,8173926
[14:19:15] [ENGINE - Default]	 REJECTED Trigger: 0,2815582 Text: OVER
[14:19:15] [ENGINE - Default]	 REJECTED Trigger: 0,2815582 Text: OVER
[14:19:15] [ENGINE - Default]	 SpeechRecognized: 111,1254ms Text: OVER ferme failleurfox
[14:19:15] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,704818
[14:19:15] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,7569849
[14:19:18] [ENGINE - Default]	 REJECTED Trigger: 0,2493544 Text: OVER
[14:19:18] [ENGINE - Default]	 REJECTED Trigger: 0,2493544 Text: OVER
[14:19:18] [ENGINE - Default]	 SpeechRecognized: 72,0023ms Text: OVER ferme failleurfox
[14:19:20] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[14:19:20] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER affiche => 0,3667012
[14:19:22] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,529488
[14:19:22] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fait => 0,7672209
[14:19:23] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,7771515
[14:19:24] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fait => 0,7899984
[14:19:24] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,7923756
[14:19:26] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fait => 0,7648721
[14:19:30] [ENGINE - Default]	 REJECTED Trigger: 0,001 Text: OVER
[14:19:30] [ENGINE - Default]	 REJECTED Trigger: 0,001 Text: OVER
[14:19:30] [ENGINE - Default]	 SpeechRecognized: 251,0074ms Text: OVER ferm tou
[14:19:32] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,8004984
[14:19:32] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,7605246
[14:19:33] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,7708935
[14:19:43] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir => 0,8124232
[14:19:44] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,8181895
[14:19:45] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir la => 0,8169152
[14:19:45] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,8132338
[14:19:51] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme failleurfox => 0,8196496
